MarketName,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,has_website,Is market,Produce,Confectionary,Household,Dairy,Plants,Meat,Other,product_count,alt_pay_methods
Braintree Farmers Market,1 JFK Memorial Dr,Braintree  ,Norfolk,Massachusetts,2184,-71.004929,42.206436,1,1,1,1,1,1,1,5.0,5.0,2.0,2.0,2.0,3.0,2.0,21.0,4
Bramwell Farmers' Market,100 simmons ave,Bramwell ,Mercer,West Virginia,24715,-81.313469,37.325146000000004,1,1,0,1,0,0,1,2.0,2.0,2.0,0.0,2.0,0.0,1.0,9.0,2
Branchport Farmers Market ,3369 Guyanoga Road,Branchport,Yates,New York,14418,-77.15383100000001,42.601295,1,1,0,0,1,0,1,4.0,2.0,2.0,2.0,0.0,2.0,1.0,13.0,2
Brandermill Green Market,4900 Market Square Lane,Midlothian,Chesterfield,Virginia,23112,-77.636604,37.4231,0,0,0,0,0,1,1,3.0,3.0,1.0,2.0,2.0,3.0,2.0,16.0,0
Brandon Farmers Market,"Central Park, Rt. 7",Brandon,Rutland,Vermont,5733,-73.086311,43.791862,1,1,0,1,0,0,1,3.0,4.0,2.0,2.0,2.0,2.0,0.0,15.0,2
Branford Alps Farmers Market,17 Alps Road,Branford,New Haven,Connecticut,6405,-72.833733,41.273754,1,1,1,1,1,1,1,5.0,4.0,2.0,2.0,1.0,2.0,2.0,18.0,4
Branson Farmers' Market,Bus 65 & Pacific St,Branson,Taney,Missouri,65616,-93.218262,36.643229999999996,0,0,0,0,0,0,1,2.0,3.0,2.0,1.0,3.0,0.0,0.0,11.0,0
Brattleboro Area Farmers' Market,570 Western Ave.,Brattleboro,Windham,Vermont,5301,-72.584068,42.849899,1,1,0,1,1,1,1,6.0,5.0,2.0,2.0,2.0,2.0,3.0,22.0,3
Brattleboro Area Farmers' Market - Downtown Market,,Brattleboro,Windham,Vermont,5301,-72.557869,42.850914,1,0,0,0,1,1,1,2.0,4.0,0.0,1.0,1.0,0.0,1.0,9.0,1
Brattleboro WInter Farmers' Market,80 Flat St.,Brattleboro ,Windham,Vermont,5301,-72.560165,42.850845,1,0,0,0,1,1,1,4.0,5.0,2.0,2.0,0.0,2.0,2.0,17.0,1
Bremen Farmers Market,South Jackson Street and US 6,Bremen,Marshall,Indiana,46506,-86.147568,41.446465,1,0,0,0,0,0,1,3.0,4.0,1.0,1.0,3.0,0.0,0.0,12.0,0
Bremerton Farmers Market,1400 Park Ave,Bremerton,Kitsap,Washington,98337,-122.62886999999999,47.574253000000006,1,1,0,1,1,1,1,4.0,4.0,2.0,2.0,2.0,3.0,2.0,19.0,3
Brentwood Farmers' Market,First St. and Oak St.,Brentwood,Contra Costa,California,,-121.69481999999999,37.932621000000005,1,1,0,0,1,1,1,5.0,4.0,1.0,2.0,1.0,3.0,1.0,17.0,2
Brevard County Farmers Market,2500 Parkway Drive,Melbourne,Brevard,Florida,32935,-80.666946,28.160309,1,0,0,0,1,1,1,5.0,4.0,2.0,2.0,2.0,3.0,2.0,20.0,1
Brewer Farmers' Market,Brewer Auditorium Parking Lot - Wilson Street,Brewer,Penobscot,Maine,4412,-68.755898,44.787701,1,1,1,1,1,1,1,3.0,4.0,2.0,1.0,2.0,2.0,2.0,16.0,4
Brewster Farmers Market,15 Mt. Ebo Rd. So.,Brewster,Putnam,New York,10509,-73.573669,41.434349,1,1,1,1,0,1,1,4.0,4.0,1.0,1.0,2.0,2.0,1.0,15.0,3
Briarcliff Village Farmers Market,4175 Mulberry Drive,Kansas City,Clay,Missouri,64116,-94.596733,39.169609,1,0,0,0,0,1,1,4.0,3.0,3.0,1.0,2.0,1.0,0.0,14.0,0
Briargate Farmers Market,7610 N Union,Colorado Springs,El Paso,Colorado,80920,-104.84085999999999,38.824673,1,0,0,0,0,1,1,3.0,3.0,3.0,2.0,1.0,2.0,2.0,16.0,0
Brick District Farmers' Market,10 East 5th Street,Fulton,Callaway,Missouri,65251,-91.94787600000001,38.847359000000004,1,0,0,0,0,1,1,3.0,3.0,2.0,1.0,2.0,2.0,0.0,13.0,0
Brick Farmers' Market,265 Princeton Ave,Brick,Monmouth,New Jersey,8724,-74.110519,40.059166,1,0,0,0,0,1,1,4.0,4.0,2.0,0.0,3.0,3.0,2.0,18.0,0
Brickell City Centre Farmers Market ,Between SE 6th Street & 8th Street Underneath the Metromover ,Miami ,Miami-Dade,Florida,33131,-80.192123,25.767406,1,0,0,0,0,1,1,3.0,3.0,3.0,1.0,2.0,1.0,2.0,15.0,0
Bridgeport Farmers Market,600 Market Place ,Bridgeport,Harrison,West Virginia,26330,-80.232079,39.308997999999995,1,1,0,1,1,0,1,4.0,4.0,2.0,2.0,2.0,3.0,1.0,18.0,3
Bridgeport Farmers' Market,409 N Main St,Bridgeport,Morrill,Nebraska,69336,-103.09966,41.671721999999995,1,0,0,1,1,0,1,3.0,3.0,2.0,1.0,1.0,0.0,0.0,10.0,2
Bridges to Wellness Farm Stand,700 North Street,Rochester,Monroe,New York,14605,-77.595833,43.17067,1,1,0,0,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
Bridgeton Outdoor Market in the Culinary District - A community Farmers' Market,Corner of Laurel and East Commerce streets,Bridgeton,Cumberland,New Jersey,8302,-75.234352,39.428986,0,1,0,0,0,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1
Bridgeville Farmers Market,341 Washington Pike,Bridgeville,Allegheny,Pennsylvania,15017,-80.110901,40.361469,1,0,0,0,0,1,1,4.0,4.0,0.0,1.0,1.0,1.0,2.0,13.0,0
Bridgewater Farmer's Market,1 Vogt Drive,Bridgewater,Somerset,New Jersey,8807,-74.607979,40.588551,1,0,0,0,0,0,1,3.0,2.0,2.0,2.0,1.0,1.0,1.0,12.0,0
Bridgton Farmers Market,Depot Street,Bridgton ,Oxford,Maine,,-70.707718,44.054127,1,0,0,0,1,1,1,4.0,4.0,2.0,2.0,3.0,3.0,2.0,20.0,1
Brigham City Farmers Market,20 N Main Street,Brigham City,Box Elder,Utah,84302,-112.01506,41.510773,1,0,0,0,1,1,1,5.0,3.0,2.0,2.0,1.0,1.0,2.0,16.0,1
Brighton Farmers' Market,1150 Winton Road S.,Rochester,Monroe,New York,14618,-77.56707,43.122692,1,1,0,0,1,1,1,6.0,5.0,1.0,2.0,2.0,2.0,2.0,20.0,2
Brimfield at Hitchcock Free Academy,"Hitchcock Free Academy, a community center parking lot, at  2 Brookfield Rd.",Brimfield,Hampden,Massachusetts,1010,-72.199898,42.122749,1,1,1,1,1,1,1,4.0,4.0,2.0,2.0,2.0,2.0,0.0,16.0,4
Bringing Home Grown to U 1,Mid Rivers Mall,St. Louis,St. Louis,Missouri,63021,-90.24430100000001,38.636051,0,0,0,0,0,0,1,3.0,3.0,2.0,2.0,3.0,1.0,1.0,15.0,0
Bringing Homegrown to U 2,Greenscape Gardens,St. Louis,St. Louis,Missouri,63021,-90.24430100000001,38.636051,0,0,0,0,0,0,1,3.0,3.0,2.0,2.0,3.0,1.0,1.0,15.0,0
Bristol County Agricultural High School,135 center street ,Dighton ,Bristol,Massachusetts,2715,-71.112587,41.835964000000004,1,0,0,0,0,1,1,4.0,5.0,2.0,2.0,2.0,0.0,1.0,16.0,0
Bristol Farmers Market,83rd Street,Bristol,Kenosha,Wisconsin,53104,-88.043098,42.557598,0,0,0,0,0,1,1,2.0,3.0,2.0,1.0,2.0,0.0,0.0,10.0,0
Bristol Farmers' Market,"Town Green, Main Street",Bristol,Addison,Vermont,5443,-73.079254,44.133495,1,1,0,1,1,1,1,3.0,4.0,2.0,1.0,2.0,1.0,1.0,14.0,3
Bristow Farmers Market,9050 Devlin Rd,Bristow,Prince William,Virginia,20136,-77.57579,38.759277000000004,1,0,0,0,0,1,1,3.0,3.0,2.0,1.0,2.0,3.0,3.0,17.0,0
BRIT First Saturday Farmers Market,1700 University Drive,Fort Worth,Tarrant,Texas,76107,-97.362427,32.741787,1,0,0,0,0,1,1,3.0,3.0,1.0,1.0,1.0,2.0,2.0,13.0,0
Broad and Snyder Farmers' Market,Broad and Snyder Streets,Philadelphia,Philadelphia,Pennsylvania,19148,-75.16950200000001,39.924274,1,1,0,1,1,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3
Broad and South,Broad and South Streets,Philadelphia,Philadelphia,Pennsylvania,19103,-75.165367,39.943649,1,1,0,1,1,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3
Broad Ripple Farmers Market,1115 Broad Ripple Avenue,Indianapolis IN,Marion,Indiana,64220,-86.138451,39.781708,1,0,1,1,1,1,1,6.0,5.0,2.0,2.0,2.0,3.0,2.0,22.0,3
Broad St. Farmers Market,807 Broad St,Providence ,Providence,Rhode Island,2907,-71.418983,41.802052,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4
Broadmoor Farmers Market,315 Lake Ave,Colorado Springs,El Paso,Colorado,80906,-104.83362,38.794613,1,0,0,0,0,1,1,3.0,3.0,3.0,2.0,1.0,3.0,2.0,17.0,0
Broadway Farmers Market,,Cleveland ,Cuyahoga,Ohio,,-81.64529399999999,41.461449,1,1,0,0,1,1,1,2.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,2
Broadway Farmers Market,902 Broadway,Tacoma,Pierce,Washington,98402,-122.44077,47.255146,1,1,0,1,1,1,1,6.0,4.0,2.0,2.0,3.0,3.0,3.0,23.0,3
Broadway Farmers Market,161 S Main St,Broadway,Rockingham,Virginia,22815,-78.799904,38.611374,1,0,0,0,1,1,1,3.0,3.0,3.0,1.0,1.0,1.0,2.0,14.0,1
Brockton Farmers Market at City Hall Plaza,45 School St,Brockton,Plymouth,Massachusetts,2301,-71.018814,42.082794,1,1,1,1,1,1,1,2.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,4
Broken Bow Farmers Market,East Highway 2 ,Broken Bow ,Custer,Nebraska,68822,-99.623299,41.402405,1,0,0,1,0,0,1,4.0,1.0,2.0,2.0,2.0,1.0,2.0,14.0,1
Bronson Winter Farmers' Market,601 John Street,Kalamazoo,Kalamazoo,Michigan,49007,-85.582001,42.284901,0,0,0,0,0,1,1,2.0,4.0,0.0,1.0,0.0,1.0,1.0,9.0,0
Bronx Borough Hall Greenmarket,Grand Concourse & 161 St,Bronx,Bronx,New York,10452,-73.9226,40.826980999999996,1,1,1,1,1,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4
Bronxville Farmers Market,Stone Place and Paxton Avenue ,Bronxville,Westchester,New York,10708,-73.837784,40.939995,1,1,1,1,1,1,1,6.0,5.0,1.0,1.0,2.0,3.0,3.0,21.0,4
Bronzeville Growers Market,925 E. Mt. Vernon Avenue,Columbus ,Franklin,Ohio,43203,-82.976997,39.97139,1,0,0,0,0,0,1,4.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,0
Brooke County Farmers Market - Follansbee ,1500 Main Street,Follansbee,Brooke,West Virginia,26037,-80.59491700000001,40.337917,1,1,1,1,1,0,1,2.0,4.0,1.0,1.0,0.0,1.0,0.0,9.0,4
Brooke County Farmers Market - Wellsburg,Route 2 Wellsburg,Wellsburg,Brooke,West Virginia,26070,-80.63777900000001,40.251007,1,1,0,1,1,1,1,2.0,4.0,1.0,1.0,0.0,1.0,0.0,9.0,3
Brookfield Farmers Market,2000 North Calhoun Road,Brookfield,Waukesha,Wisconsin,53005,-88.125618,43.057819,1,1,1,1,1,1,1,7.0,5.0,3.0,2.0,3.0,3.0,2.0,25.0,4
Brookfield Farmers Market,8820 Brookfield Avenue,Brookfield,Cook,Illinois,60513,-87.84114100000001,41.823078,1,0,0,0,0,1,1,4.0,3.0,3.0,2.0,2.0,1.0,2.0,17.0,0
Brookfield Farmers Market,55 South Maple St (Rte 9),Brookfield,Worcester,Massachusetts,1506,-72.083023,42.211437,1,1,1,1,0,0,1,3.0,4.0,2.0,2.0,2.0,1.0,1.0,15.0,3
Brookfield Farmers' Market,"200 block S Main St, Tormey Park",Brookfield,Linn,Missouri,64628,-93.073532,39.78447,0,0,0,0,0,0,1,2.0,3.0,2.0,1.0,3.0,0.0,1.0,12.0,0
Brookhaven Farmers Market,S Whitworth Ave. and W. Chickasaw St.,Brookhaven,Lincoln,Mississippi,39601,-90.44386300000001,31.577229,1,0,0,1,0,0,1,3.0,3.0,0.0,2.0,1.0,1.0,1.0,11.0,1
Brookhaven Farmers Market,1375 Fernwood Circle NE,Brookhaven,DeKalb,Georgia,30319,-84.334724,33.86013,1,0,0,0,0,1,1,4.0,5.0,2.0,2.0,2.0,3.0,2.0,20.0,0
Brookings Farmers Market,300 Block of 6th Ave,Brookings,Brookings,South Dakota,57006,-96.79525799999999,44.308815,1,0,0,0,0,1,1,3.0,2.0,1.0,1.0,1.0,2.0,0.0,10.0,0
BROOKINGS HARBOR FARMERS MARKET,15786 HWY 101 SOUTH,Brookings ,Curry,Oregon,97415,-124.24496,42.0373,1,1,1,1,1,1,1,8.0,3.0,3.0,2.0,3.0,3.0,3.0,25.0,4
Brookland Tuesday Farmers Market,"10th and Otis Streets, NE",District of Columbia,District of Columbia,District of Columbia,20017,-76.992645,38.93441,1,1,1,1,1,1,1,3.0,2.0,0.0,1.0,0.0,2.0,0.0,8.0,4
Brookland's Monroe St Farmers Market,716 Monroe St NE,"Washington, DC",District of Columbia,District of Columbia,20018,-76.995087,38.93309,1,1,1,1,1,1,1,4.0,5.0,0.0,2.0,2.0,2.0,2.0,17.0,4
Brookline Farmers' Market,Centre Street West Parking Lot,Brookline ,Norfolk,Massachusetts,2446,-71.12389399999999,42.342194,1,1,0,1,1,1,1,4.0,5.0,2.0,2.0,2.0,3.0,1.0,19.0,3
Brooklyn Borough Hall Greenmarket,Court & Montague,Brooklyn,Kings,New York,11201,-73.990356,40.693721999999994,1,1,1,1,1,1,1,2.0,3.0,0.0,1.0,2.0,2.0,1.0,11.0,4
Brookside Farmers' Market,3603 St. Andrews Dr.,Stockton,San Joaquin,California,95219,-121.35947,37.978809000000005,0,1,0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3
Brookside Farmers' Market,63rd Street and Wornall Road,Kansas City,Jackson,Missouri,64113,-94.592331,39.013783000000004,1,0,0,0,1,1,1,4.0,1.0,1.0,1.0,2.0,2.0,2.0,13.0,1
Brooksville Farmers' Market,Cornfield Hill Road,Brooksville,Hancock,Maine,4617,-68.737724,44.342831,1,0,0,0,0,0,1,3.0,3.0,2.0,1.0,2.0,1.0,2.0,14.0,0
Brooksville Main Street Farmers Market,Main Street,Brooksville,Hernando,Florida,34602,-82.387878,28.555079,1,0,0,1,1,0,1,8.0,5.0,3.0,3.0,3.0,3.0,3.0,28.0,2
Brookville Farmers Market,South Main Street,Brookville,Franklin,Indiana,47012,-85.011765,39.41449,1,1,1,1,1,0,1,6.0,4.0,2.0,2.0,3.0,0.0,1.0,18.0,4
Brookwood Farmers Market,Caney Road,Cumming,Forsyth,Georgia,30041,-84.18991899999999,34.104889,1,0,0,0,0,1,1,3.0,4.0,2.0,2.0,0.0,2.0,1.0,14.0,0
Broome County Regional Farmers Market,840 Upper Front St,Binghamton,Broome,New York,13905,-75.906013,42.128212,1,1,1,1,1,1,1,4.0,5.0,2.0,2.0,2.0,2.0,3.0,20.0,4
Broomfield Farmers Market at Holy Comforter Episcopal Church,1700 W 10th Ave,Broomfield,Broomfield,Colorado,80020,-105.09007,39.928471,1,1,0,0,1,1,1,6.0,3.0,1.0,1.0,2.0,2.0,2.0,17.0,2
Brooten Farmers Market,,Brooten,Stearns,Minnesota,56316,-95.227997,45.649601000000004,0,0,0,0,0,0,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,0
Brown County Farmers Market,Rte 24 W/Quincy Road,Mt. Sterling,Brown,Illinois,62353,-90.77310200000001,39.987801,0,0,0,0,0,0,1,2.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,0
Brown County Farmers Market (Ripley Farmer's Market),Main and Cherry St,Georgetown ,Brown,Ohio,45121,-83.904427,38.865356,0,0,0,0,1,0,1,4.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,1
Brown County Farmers Market (Ripleys' Farmers Market),477 W. Main St,Mt Orab,Brown,Ohio,45154,-83.867722,38.934227,0,0,0,0,1,0,1,4.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,1
Brown Deer Farmers Market,9078 N. Green Bay Road,Brown Deer,Milwaukee,Wisconsin,53209,-87.96191400000001,43.181435,1,1,1,1,1,1,1,3.0,4.0,2.0,1.0,2.0,3.0,2.0,17.0,4
Brown University Farmers Market,Thayer St,Providence ,Providence,Rhode Island,2912,-71.39988699999999,41.823467,1,1,1,1,1,1,1,2.0,1.0,0.0,2.0,1.0,1.0,2.0,9.0,4
Brownsburg Farmers Market,61 N. Green Street,Brownsburg,Hendricks,Indiana,46112,-86.396446,39.844273,1,1,0,1,1,1,1,3.0,3.0,3.0,1.0,2.0,1.0,2.0,15.0,3
Brownstown Farmers Market,21313 Telegraph Road,Brownstown,Wayne,Michigan,48183,-83.264595,42.150417,1,0,0,1,0,1,1,3.0,4.0,3.0,1.0,3.0,1.0,2.0,17.0,1
Brownsville Farmers Market,16822 Willow Glen Road,Brownsville,Yuba,California,95919,-121.28316000000001,39.457104,0,0,0,0,0,1,1,4.0,3.0,2.0,1.0,3.0,0.0,1.0,14.0,0
Brownsville Farmers Market,Park and Main,Brownsville,Linn,Oregon,97327,-122.98463999999998,44.393597,1,0,0,1,1,1,1,6.0,4.0,2.0,1.0,2.0,1.0,0.0,16.0,2
Brownsville Farmers Market,32 Market Street,Brownsville,Fayette,Pennsylvania,15417,-79.888092,40.021370000000005,0,1,0,0,0,0,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,1
Brownsville Farmers' Market,"Linear Park, 6th & Ringgold St.",Brownsville,Cameron,Texas,78520,-97.494225,25.911617,1,1,0,0,1,1,1,4.0,3.0,1.0,1.0,3.0,1.0,2.0,15.0,2
Brownsville Pitkin YM,Thomas Boyland St. at Pitkin Ave,Brooklyn,New York,New York,11212,-73.91358199999999,40.66925,1,1,1,1,1,1,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4
Brownsville Rockaway YM,Rockaway Ave at Livonia Ave,Brooklyn,New York,New York,11212,-73.908951,40.662544,1,1,0,1,1,1,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3
Bruce Community Farmers Market,Corner of Hwy 8 and N Alvey Street,Bruce,Rusk,Wisconsin,54819,-91.27469599999999,45.455109,1,1,0,1,0,0,1,5.0,4.0,2.0,2.0,1.0,2.0,2.0,18.0,2
Brunswick Farmer's Market,1 E. Potomac Street ,Brunswick ,Frederick,Maryland,21716,-77.626923,39.31292,1,1,1,0,1,1,1,4.0,3.0,2.0,2.0,1.0,2.0,2.0,16.0,3
Brunswick Farmers Market,18 Keyes Lane,Brunswick,Rensselaer,New York,12180,-73.620369,42.753063,0,0,1,1,0,1,1,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,2
Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,277 Pleasant Hill Rd,Brunswick,Cumberland,Maine,4011,-69.995926,43.890785,1,0,0,0,1,1,1,7.0,4.0,1.0,2.0,2.0,3.0,2.0,21.0,1
Brush Farmers Market,1302 W Edison St.,Brush,Morgan,Colorado,80723,-103.63525,40.254944,1,0,0,0,0,1,1,3.0,3.0,1.0,0.0,1.0,0.0,0.0,8.0,0
Bryan House Farmers Market,1113  E. Mile 2 Rd,Mission ,Hidalgo,Texas,78574,-98.305367,26.241991,1,1,0,0,0,0,1,3.0,4.0,1.0,2.0,2.0,0.0,1.0,13.0,1
Bryn Mawr Farmers' Market,Lancaster and Bryn Mawr Avenues,Bryn Mawr ,Montgomery,Pennsylvania,19096,-75.31707800000001,40.021099,1,1,0,1,1,1,1,4.0,4.0,1.0,2.0,2.0,2.0,2.0,17.0,3
BTN Lake Nona Farmers Market,12350 Narcoossee Road,Orlando,Orange,Florida,32832,-81.246071,28.384766,1,0,0,0,0,1,1,3.0,3.0,3.0,1.0,2.0,1.0,2.0,15.0,0
Buckeye Acres Farmers' Market,91 NE 600 Road,Warrensburg,Johnson,Missouri,64093,-93.723129,38.850196999999994,1,0,0,0,0,1,1,3.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0
Buckeye Farmer's Market,22865 West Lower Buckeye Road,Buckeye,Maricopa,Arizona,85326,-112.54218,33.420536,1,0,0,0,0,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0
Buckhannon - Upshur Farmer's Market Association,Jaw Bone Park (South Florida Street),Buckhannon,Upshur,West Virginia,26201,-80.228348,38.992638,1,1,1,1,1,0,1,3.0,4.0,2.0,1.0,3.0,2.0,1.0,16.0,4
Buckroe Beach Farmers Market,100 N. First Street,Hampton,Hampton,Virginia,23664,-76.291809,37.041271,1,0,0,0,0,1,1,5.0,4.0,3.0,1.0,1.0,0.0,2.0,16.0,0
Bucksport Bay Farmers' Market,99 Main Street,Bucksport ,Hancock,Maine,4416,-68.796494,44.572635999999996,1,1,1,0,1,0,1,5.0,5.0,2.0,1.0,2.0,2.0,2.0,19.0,3
Buffalo Farmers' Market,501 Cherry St.,Buffalo,Dallas,Missouri,65622,-93.08976,37.642483,0,0,0,0,0,0,1,2.0,3.0,2.0,1.0,3.0,0.0,0.0,11.0,0
Buffalo Main Street Market,3 S. Main St.,Buffalo,Johnson,Wyoming,82834,-106.699,44.3465,1,0,0,0,0,1,1,3.0,3.0,2.0,1.0,0.0,0.0,0.0,9.0,0
Bunnell Farmers Market,2551 north state st,Bunnell,Flagler,Florida,32110,-81.267258,29.491840000000003,1,0,0,0,0,0,1,6.0,3.0,2.0,1.0,3.0,2.0,0.0,17.0,0
Burbank Certified Farmers' Market,"150 N. Third Street Burbank, CA 91502",Burbank,Los Angeles,California,91502,-118.30798,34.1828,1,1,0,1,1,1,1,6.0,4.0,1.0,2.0,3.0,3.0,1.0,20.0,3
Burien Farmers Market,5th Place SW & Southwest 152nd St.,Burien,King,Washington,98166,-122.34048,47.466953000000004,1,1,1,0,0,1,1,3.0,3.0,2.0,2.0,3.0,0.0,3.0,16.0,2
Burke ,5671 Roberts Parkway,Burke,Fairfax,Virginia,22015,-77.263565,38.776993,1,0,0,0,0,1,1,4.0,4.0,1.0,2.0,2.0,3.0,2.0,18.0,0
Burke Area Farmers Market,Main Street,Burke,Gregory,South Dakota,57523,-99.292664,43.180733000000004,1,0,0,0,1,1,1,2.0,3.0,2.0,1.0,1.0,0.0,2.0,11.0,1
Burke County Farmer's Market II,Faett Street,Valdese,Burke,North Carolina,28690,-81.564789,35.742683,0,1,0,1,0,0,1,1.0,2.0,1.0,2.0,1.0,0.0,0.0,7.0,2
Burkesville Farmers Market,204 South Main,Burkesville ,Cumberland,Kentucky,42717,-85.372124,36.788715,1,0,1,1,1,0,1,4.0,3.0,3.0,1.0,2.0,2.0,1.0,16.0,3
Burlingame Farmers Market,,Burlingame ,Osage,Kansas,,-95.83555600000001,38.750492,1,0,0,1,1,0,1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2
Burlington Downtown Farmers Market,Front st. and Spring St.,Burlington,Alamance,North Carolina,27216,-79.435951,36.093216,1,0,0,0,1,1,1,3.0,1.0,2.0,1.0,1.0,2.0,0.0,10.0,1
Burlington Farmers Market,590 Main Street,Burlington,Chittenden,Vermont,5406,-73.19664,44.475883,1,0,0,0,1,1,1,8.0,5.0,3.0,3.0,3.0,3.0,3.0,28.0,1
Burlington Farmers Market,Parking lot N. of Red Caboose on 4th St. & Neosho,Burlington,Coffey,Kansas,66839,-95.738777,38.195209999999996,0,0,0,0,0,1,1,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8.0,0
Burlington Farmers Market,,Burlington ,Chittenden,Vermont,5401,-73.213448,44.476555,1,0,1,1,1,1,1,8.0,5.0,3.0,3.0,3.0,3.0,3.0,28.0,3
Burlington Farmers' Market,61 Center Street,Burlington ,Middlesex,Massachusetts,1803,-71.19094799999999,42.503727000000005,1,1,0,1,1,1,1,6.0,5.0,3.0,3.0,0.0,3.0,1.0,21.0,3
Burlington New North End Farmers Market,925 North Avenue,Burlington ,Chittenden,Vermont,5408,-73.239532,44.502415,1,1,1,0,1,1,1,2.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,3
Burnet Road Farmers' Market,6701 Burnet Road Market,Austin,Austin,Texas,78757,-97.701797,30.4258,1,0,0,0,0,1,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0
Burnett County Farmers' Markets - Alpha,11631 State Road 70 / Grantsburg,Grantsburg,Burnett,Wisconsin,54840,-92.54276999999999,45.772636,1,1,1,0,0,0,1,4.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,2
Burnett County Farmers' Markets - Grantsburg - Burnett Medical Center, 257 W St George Ave,Grantsburg,Burnett,Wisconsin,54840,-92.686157,45.774155,1,0,1,0,0,0,1,4.0,4.0,2.0,0.0,1.0,1.0,1.0,13.0,1
Burnett County Farmers' Markets - Grantsburg - Library,415 South Robert Street,Grantsburg,Burnett,Wisconsin,54840,-92.680229,45.776363,1,1,1,0,0,0,1,4.0,4.0,1.0,1.0,1.0,0.0,0.0,11.0,2
Burnett County Farmers' Markets - Siren,23943 State Road 35,Siren,Burnett,Wisconsin,54872,-92.38170600000001,45.78371,1,1,1,1,1,0,1,5.0,4.0,2.0,0.0,2.0,1.0,1.0,15.0,4
Burney Certfied Farmers Market,37143 Main St,Burney,Shasta,California,96013,-121.664,40.882099,0,1,0,1,0,1,1,3.0,3.0,2.0,0.0,2.0,1.0,1.0,12.0,2
Burnt Hills Farmers Market,802 Saratoga Rd. (Route 50),Burnt Hills,Saratoga,New York,12027,-73.899742,42.908539000000005,1,1,0,1,0,0,1,3.0,2.0,0.0,1.0,2.0,1.0,0.0,9.0,2
Burrillville Farmers Market,75 Tinkham Lane,Harrisville ,Providence,Rhode Island,2830,-71.67712399999999,41.967495,1,1,1,1,1,1,1,5.0,3.0,2.0,1.0,3.0,0.0,0.0,14.0,4
Bushwick Farmers' Market,Halsey Street and Broadway,Brooklyn,Kings,New York,11233,-73.914932,40.685429,1,1,1,1,1,1,1,2.0,3.0,0.0,2.0,3.0,0.0,1.0,11.0,4
Bushwick Farmers' Market Satellite Farm Stand,Woodbine Street and Irving Avenue,Brooklyn,Kings,New York,11237,-73.91199499999999,40.697453,1,1,1,1,1,1,1,2.0,3.0,0.0,2.0,2.0,0.0,1.0,10.0,4
"Butler County Farmers Market, Greenville, AL",701 Cedar,Greenville,Butler,Alabama,36037,-86.61770600000001,31.83028,1,0,0,1,0,0,1,5.0,3.0,2.0,1.0,2.0,0.0,0.0,13.0,1
Butler Farmers Market,12700 W Hampton Ave,Butler,Waukesha,Wisconsin,53007,-88.06965600000001,43.104858,0,1,0,1,0,1,1,4.0,3.0,0.0,1.0,1.0,0.0,1.0,10.0,2
Butte Farmers Market,Uptown Butte,Butte,Silver Bow,Montana,59701,-112.5364,46.012691,1,0,0,0,0,1,1,6.0,3.0,3.0,2.0,3.0,2.0,1.0,20.0,0
Buy Fresh Buy Local of North Carolina Farmers Market - Salisbury,1560 Julian Road,Salisbury,Rowan,North Carolina,28146,-80.48069,35.626465,1,0,0,0,0,1,1,5.0,2.0,1.0,2.0,0.0,3.0,0.0,13.0,0
Buy Fresh Buy Local of North Carolina Farmers Market - Spencer,400 Block South Salisbury Avenue,Spencer,Rowan,North Carolina,28159,-80.434242,35.688446,1,0,0,0,0,1,1,4.0,2.0,0.0,2.0,1.0,3.0,0.0,12.0,0
